cluster,config,epoch,freq_Hz,flagged_frac,retained_frac,exposure_s,ms_path
A1413,D,1,9447000000.0,0.4259145314645457,0.5740854685354543,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,9575000000.0,0.1410427288490903,0.8589572711509097,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,9703000000.0,0.060510481366459624,0.9394895186335404,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,9831000000.0,0.14742876368436036,0.8525712363156397,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,9959000000.0,0.45926613696361096,0.540733863036389,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,10039000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,10167000000.0,0.4462341946124244,0.5537658053875756,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,10295000000.0,0.19644270077805617,0.8035572992219439,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,10423000000.0,0.19433576578160716,0.8056642342183928,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,10551000000.0,0.41289528081980914,0.5871047191801908,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,10679000000.0,0.6236453662182362,0.3763546337817638,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,10807000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,10935000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,11063000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,11191000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,11319000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,11447000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,11575000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,11703000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,11831000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,1,11959000000.0,1.0,0.0,3435.9,../../../Image-Processing/A1413/full_image/dconfig1-p4.ms
A1413,D,2,8039000000.0,0.2666372982855931,0.7333627017144069,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,8167000000.0,0.069660014781966,0.930339985218034,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,8295000000.0,0.03448116569437479,0.9655188343056252,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,8423000000.0,0.0,1.0,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,8551000000.0,0.05197500395924616,0.9480249960407539,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,8679000000.0,0.05152571006229543,0.9484742899377046,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
A1413,D,2,8807000000.0,0.11116830324147398,0.888831696758526,3544.0,../../../Image-Processing/A1413/full_image/dconfig2-p4.ms
